sessionid,clicks,channel,dm_clicks,orders,had_checkout_intent,converted
1o1mnixzr4lvsho3x8,6,organic,0,1,0,1
1o1mnixzr4lvsi7cpo,4,organic,0,0,0,0
1o1mnixzr4lvsij6dw,4,organic,0,0,0,0
1o1mnixzr4lvsijzgj,2,organic,0,0,0,0
1o1mnixzr4lvsilsx5,4,organic,0,0,0,0
1o1mnixzr4lvsiptqf,10,organic,0,0,0,0
1o1mnixzr4lvsiralt,4,organic,0,0,0,0
1o1mnixzr4lvsis6fm,1,organic,0,0,0,0
1o1mnixzr4lvsjaqaw,13,organic,0,0,0,0
1o1mnixzr4lvsjv74j,2,organic,0,0,0,0
1o1mnixzr4lvsk5f1j,1,organic,0,0,0,0
1o1mnixzr4lvsk7zi8,5,organic,0,0,0,0
1o1mnixzr4lvskh89h,33,organic,0,1,0,1
1o1mnixzr4lvsktpwk,2,organic,0,0,0,0
1o1mnixzr4lvsl1iu2,3,organic,0,0,0,0
1o1mnixzr4lvsl3g66,1,organic,0,0,0,0
1o1mnixzr4lvslc59p,1,organic,0,0,0,0
1o1mnixzr4lvslebum,1,organic,0,0,0,0
1o1mnixzr4lvslg120,3,organic,0,0,0,0
1o1mnixzr4lvslhm8z,2,organic,0,0,0,0
1o1mnixzr4lvslwfwk,1,organic,0,0,0,0
1o1mnixzr4lvslwlf6,68,organic,0,1,0,1
1o1mnixzr4lvsly98v,1,organic,0,0,0,0
1o1mnixzr4lvsm6fwn,1,organic,0,0,0,0
1o1mnixzr4lvsm8i7l,1,organic,0,0,0,0
1o1mnixzr4lvsmkuhk,1,organic,0,0,0,0
1o1mnixzr4lvsnrrfk,2,organic,0,0,0,0
1o1mnixzr4lvsnvpen,1,organic,0,0,0,0
1o1mnixzr4lvso00wf,16,organic,0,0,0,0
1o1mnixzr4lvso2ow6,1,organic,0,0,0,0
1o1mnixzr4lvsparnq,3,organic,0,0,0,0
1o1mnixzr4lvspvpfy,2,organic,0,0,0,0
1o1mnixzr4lvsqily6,6,organic,0,0,0,0
1o1mnixzr4lvsr0gzv,1,organic,0,0,0,0
1o1mnixzr4lvsr2but,1,organic,0,0,0,0
1o1mnixzr4lvsrkqj1,2,organic,0,0,0,0
1o1mnixzr4lvst2tu1,8,organic,0,0,0,0
1o1mnixzr4lvst9xo7,2,organic,0,0,0,0
1o1mnixzr4lvsxhjfp,2,organic,0,0,0,0
1o1mnixzr4lvsy1rwv,1,organic,0,0,0,0
1o1mnixzr4lvszuqwl,5,organic,0,0,0,0
1o1mnixzr4lvt1sy0r,6,organic,0,0,0,0
1o1mnixzr4lvt2y1le,1,organic,0,0,0,0
1o1mnixzr4lvt30pz0,3,organic,0,0,0,0
1o1mnixzr4lvt34ca9,3,organic,0,0,0,0
1o1mnixzr4lvt3buw6,1,organic,0,0,0,0
1o1mnixzr4lvt3nqnl,3,organic,0,0,0,0
1o1mnixzr4lvt44z9i,9,organic,0,1,0,1
1o1mnixzr4lvt4jenn,1,organic,0,0,0,0
1o1mnixzr4lvt4kyup,1,organic,0,0,0,0
1o1mnixzr4lvt4nadd,8,organic,0,0,0,0
1o1mnixzr4lvt4o7n7,6,organic,0,0,0,0
1o1mnixzr4lvt4riq9,2,organic,0,0,0,0
1o1mnixzr4lvt4x5jm,6,organic,0,0,0,0
1o1mnixzr4lvt5q00n,8,organic,0,0,0,0
1o1mnixzr4lvt5rcks,4,organic,0,0,0,0
1o1mnixzr4lvt5t5fw,61,organic,0,1,0,1
1o1mnixzr4lvt65fzc,1,organic,0,0,0,0
1o1mnixzr4lvt65q31,2,organic,0,0,0,0
1o1mnixzr4lvt66o1j,1,organic,0,0,0,0
1o1mnixzr4lvt6cm6z,1,organic,0,0,0,0
1o1mnixzr4lvt6erd5,2,organic,0,0,0,0
1o1mnixzr4lvt6fjz8,17,organic,0,0,0,0
1o1mnixzr4lvt6i1tc,11,organic,0,1,0,1
1o1mnixzr4lvt6imq0,1,organic,0,0,0,0
1o1mnixzr4lvt6jhz9,2,organic,0,0,0,0
1o1mnixzr4lvt6l747,2,organic,0,0,0,0
1o1mnixzr4lvt6lkkd,3,organic,0,0,0,0
1o1mnixzr4lvt6nomu,13,organic,0,0,0,0
1o1mnixzr4lvt6xbfx,1,organic,0,0,0,0
1o1mnixzr4lvt74lwt,1,organic,0,0,0,0
1o1mnixzr4lvt78ixo,1,organic,0,0,0,0
1o1mnixzr4lvt78ztb,1,organic,0,0,0,0
1o1mnixzr4lvt79fad,12,organic,0,0,0,0
1o1mnixzr4lvt7a1cc,1,organic,0,0,0,0
1o1mnixzr4lvt7g3ug,1,organic,0,0,0,0
1o1mnixzr4lvt7hmye,1,organic,0,0,0,0
1o1mnixzr4lvt7jogw,2,organic,0,0,0,0
1o1mnixzr4lvt7n0uj,1,organic,0,0,0,0
1o1mnixzr4lvt7og0p,1,organic,0,0,0,0
1o1mnixzr4lvt7quzy,1,organic,0,0,0,0
1o1mnixzr4lvt7sn5p,1,organic,0,0,0,0
1o1mnixzr4lvt80s9t,2,organic,0,0,0,0
1o1mnixzr4lvt81o59,1,organic,0,0,0,0
1o1mnixzr4lvt8bzuw,11,organic,0,1,0,1
1o1mnixzr4lvt8c4gs,6,organic,0,0,0,0
1o1mnixzr4lvt8cnou,1,organic,0,0,0,0
1o1mnixzr4lvt8deuj,7,organic,0,0,0,0
1o1mnixzr4lvt8dpm6,5,organic,0,0,0,0
1o1mnixzr4lvt8h64g,9,organic,0,0,0,0
1o1mnixzr4lvt8k8fp,1,organic,0,0,0,0
1o1mnixzr4lvt8kaeo,1,organic,0,0,0,0
1o1mnixzr4lvt8kxqt,3,organic,0,0,0,0
1o1mnixzr4lvt8p69h,3,organic,0,0,0,0
1o1mnixzr4lvt8qpee,3,organic,0,0,0,0
1o1mnixzr4lvt8xi7f,1,organic,0,0,0,0
1o1mnixzr4lvt8yksp,18,organic,0,1,0,1
1o1mnixzr4lvt8zoqm,1,organic,0,0,0,0
1o1mnixzr4lvt9963h,5,organic,0,0,0,0
1o1mnixzr4lvt9btln,1,organic,0,0,0,0
1o1mnixzr4lvt9i3g9,1,organic,0,0,0,0
1o1mnixzr4lvt9qwbk,8,organic,0,0,0,0
1o1mnixzr4lvt9vago,9,organic,0,0,0,0
1o1mnixzr4lvt9weyr,13,organic,0,0,0,0
1o1mnixzr4lvta2oe0,1,organic,0,0,0,0
1o1mnixzr4lvta40ei,4,organic,0,0,0,0
1o1mnixzr4lvta93pb,2,organic,0,0,0,0
1o1mnixzr4lvtadio0,2,organic,0,0,0,0
1o1mnixzr4lvtae3rq,1,organic,0,0,0,0
1o1mnixzr4lvtaiata,1,organic,0,0,0,0
1o1mnixzr4lvtamnkl,1,organic,0,0,0,0
1o1mnixzr4lvtaqk5c,5,organic,0,1,0,1
1o1mnixzr4lvtarhxt,1,organic,0,0,0,0
1o1mnixzr4lvtasfk5,24,organic,0,0,0,0
1o1mnixzr4lvtasq90,5,organic,0,0,0,0
1o1mnixzr4lvtavhx5,31,organic,0,1,0,1
1o1mnixzr4lvtb6ns1,1,organic,0,0,0,0
1o1mnixzr4lvtb7d1y,10,organic,0,1,0,1
1o1mnixzr4lvtba3vw,1,organic,0,0,0,0
1o1mnixzr4lvtbctxs,1,organic,0,0,0,0
1o1mnixzr4lvtbeqpk,4,organic,0,0,0,0
1o1mnixzr4lvtbhf2x,1,organic,0,0,0,0
1o1mnixzr4lvtbm5mx,1,organic,0,0,0,0
1o1mnixzr4lvtbobdk,1,organic,0,0,0,0
1o1mnixzr4lvtbomou,2,organic,0,0,0,0
1o1mnixzr4lvtbq52v,1,organic,0,0,0,0
1o1mnixzr4lvtbt7qr,2,organic,0,0,0,0
1o1mnixzr4lvtbxpbl,3,organic,0,0,0,0
1o1mnixzr4lvtbyw9w,10,organic,0,0,0,0
1o1mnixzr4lvtc0aqh,2,organic,0,0,0,0
1o1mnixzr4lvtc2fk4,1,organic,0,0,0,0
1o1mnixzr4lvtc4951,1,organic,0,0,0,0
1o1mnixzr4lvtc6wnc,1,organic,0,0,0,0
1o1mnixzr4lvtc73rw,5,organic,0,0,0,0
1o1mnixzr4lvtc9uap,6,organic,0,0,0,0
1o1mnixzr4lvtch6bw,2,organic,0,0,0,0
1o1mnixzr4lvtd0hle,4,organic,0,0,0,0
1o1mnixzr4lvtd13ok,2,organic,0,0,0,0
1o1mnixzr4lvtdchy3,3,organic,0,0,0,0
1o1mnixzr4lvtdeeuw,1,organic,0,0,0,0
1o1mnixzr4lvtdodzz,2,organic,0,0,0,0
1o1mnixzr4lvtdq970,14,organic,0,1,0,1
1o1mnixzr4lvtdwlz5,1,organic,0,0,0,0
1o1mnixzr4lvtdy5j2,1,organic,0,0,0,0
1o1mnixzr4lvtdzskv,1,organic,0,0,0,0
1o1mnixzr4lvte0qen,2,organic,0,0,0,0
1o1mnixzr4lvte280b,1,organic,0,0,0,0
1o1mnixzr4lvte3ugd,2,organic,0,0,0,0
1o1mnixzr4lvte4xhb,3,organic,0,0,0,0
1o1mnixzr4lvte83mr,1,organic,0,0,0,0
1o1mnixzr4lvteekvy,1,organic,0,0,0,0
1o1mnixzr4lvtekn4z,7,organic,0,0,0,0
1o1mnixzr4lvtep81f,3,organic,0,0,0,0
1o1mnixzr4lvterhnn,10,organic,0,1,0,1
1o1mnixzr4lvteyc1q,26,organic,0,1,0,1
1o1mnixzr4lvtezsd2,4,organic,0,0,0,0
1o1mnixzr4lvtf38tv,1,organic,0,0,0,0
1o1mnixzr4lvtf8cuz,1,organic,0,0,0,0
1o1mnixzr4lvtf8n21,1,organic,0,0,0,0
1o1mnixzr4lvtfay3n,4,organic,0,0,0,0
1o1mnixzr4lvtfg8r4,2,organic,0,0,0,0
1o1mnixzr4lvtfhso6,1,organic,0,0,0,0
1o1mnixzr4lvtfim84,1,organic,0,0,0,0
1o1mnixzr4lvtfjpew,1,organic,0,0,0,0
1o1mnixzr4lvtfjxh0,1,organic,0,0,0,0
1o1mnixzr4lvtfkblv,1,organic,0,0,0,0
1o1mnixzr4lvtfo1py,1,organic,0,0,0,0
1o1mnixzr4lvtfrhxt,19,organic,0,0,0,0
1o1mnixzr4lvtg3mah,1,organic,0,0,0,0
1o1mnixzr4lvtg466z,4,organic,0,0,0,0
1o1mnixzr4lvtg4dr9,1,organic,0,0,0,0
1o1mnixzr4lvtg7o6k,5,organic,0,0,0,0
1o1mnixzr4lvtgbt0e,15,organic,0,1,0,1
1o1mnixzr4lvtges5y,17,organic,0,0,0,0
1o1mnixzr4lvtgfy7z,1,organic,0,0,0,0
1o1mnixzr4lvtghi7j,1,organic,0,0,0,0
1o1mnixzr4lvtglg5s,1,organic,0,0,0,0
1o1mnixzr4lvtgmu9e,2,organic,0,0,0,0
1o1mnixzr4lvtgq339,2,organic,0,0,0,0
1o1mnixzr4lvtgwc0a,1,organic,0,0,0,0
1o1mnixzr4lvth0qbc,5,organic,0,1,0,1
1o1mnixzr4lvth0snk,3,organic,0,0,0,0
1o1mnixzr4lvth1qs5,1,organic,0,0,0,0
1o1mnixzr4lvth1t4v,3,organic,0,0,0,0
1o1mnixzr4lvth2uic,4,organic,0,0,0,0
1o1mnixzr4lvth37wz,11,organic,0,0,0,0
1o1mnixzr4lvth4dyb,2,organic,0,0,0,0
1o1mnixzr4lvth4yk9,4,organic,0,0,0,0
1o1mnixzr4lvth6k60,1,organic,0,0,0,0
1o1mnixzr4lvth96ot,3,organic,0,0,0,0
1o1mnixzr4lvthb2cl,1,organic,0,0,0,0
1o1mnixzr4lvthhweg,1,organic,0,0,0,0
1o1mnixzr4lvthmbra,42,organic,0,0,0,0
1o1mnixzr4lvthmmjt,14,organic,0,1,0,1
1o1mnixzr4lvthqfxe,11,organic,0,0,0,0
1o1mnixzr4lvthu6bx,2,organic,0,0,0,0
1o1mnixzr4lvthvw3i,22,organic,0,1,0,1
1o1mnixzr4lvthx2wl,1,organic,0,0,0,0
1o1mnixzr4lvthyy5j,7,organic,0,1,0,1
1o1mnixzr4lvthzd77,2,organic,0,0,0,0
1o1mnixzr4lvti0axd,1,organic,0,0,0,0
1o1mnixzr4lvti0h2h,8,organic,0,0,0,0
1o1mnixzr4lvti6j8a,3,organic,0,0,0,0
1o1mnixzr4lvti72w5,1,organic,0,0,0,0
1o1mnixzr4lvti8kbh,1,organic,0,0,0,0
1o1mnixzr4lvti9vy5,19,organic,0,1,0,1
1o1mnixzr4lvticlsn,1,organic,0,0,0,0
1o1mnixzr4lvtilbh0,5,organic,0,0,0,0
1o1mnixzr4lvtiosxb,4,organic,0,0,0,0
1o1mnixzr4lvtirc0f,1,organic,0,0,0,0
1o1mnixzr4lvtiyriy,10,organic,0,0,0,0
1o1mnixzr4lvtizotb,4,organic,0,0,0,0
1o1mnixzr4lvtj7e0g,12,organic,0,0,0,0
1o1mnixzr4lvtj8xtb,2,organic,0,0,0,0
1o1mnixzr4lvtja8aj,10,organic,0,0,0,0
1o1mnixzr4lvtjc7mb,1,organic,0,0,0,0
1o1mnixzr4lvtjm56z,3,organic,0,0,0,0
1o1mnixzr4lvtjpy3k,23,organic,0,1,0,1
1o1mnixzr4lvtjuyya,2,organic,0,0,0,0
1o1mnixzr4lvtjwjek,4,organic,0,0,0,0
1o1mnixzr4lvtk33i8,1,organic,0,0,0,0
1o1mnixzr4lvtk98pj,2,organic,0,0,0,0
1o1mnixzr4lvtkemu2,1,organic,0,0,0,0
1o1mnixzr4lvtksbqc,5,organic,0,0,0,0
1o1mnixzr4lvtktiyi,2,organic,0,0,0,0
1o1mnixzr4lvtl0lvx,8,organic,0,0,0,0
1o1mnixzr4lvtl1hnx,1,organic,0,0,0,0
1o1mnixzr4lvtl3lkk,1,organic,0,0,0,0
1o1mnixzr4lvtl4yth,1,organic,0,0,0,0
1o1mnixzr4lvtl5kiz,2,organic,0,0,0,0
1o1mnixzr4lvtl657g,2,organic,0,0,0,0
1o1mnixzr4lvtla8wo,2,organic,0,0,0,0
1o1mnixzr4lvtlel1x,3,organic,0,0,0,0
1o1mnixzr4lvtli45e,1,organic,0,0,0,0
1o1mnixzr4lvtlr5fr,2,organic,0,0,0,0
1o1mnixzr4lvtlwf7u,18,organic,0,0,0,0
1o1mnixzr4lvtlxie7,1,organic,0,0,0,0
1o1mnixzr4lvtlzuhi,1,organic,0,0,0,0
1o1mnixzr4lvtm0ii8,4,organic,0,0,0,0
1o1mnixzr4lvtm4rvx,12,organic,0,0,0,0
1o1mnixzr4lvtm5dx6,5,organic,0,0,0,0
1o1mnixzr4lvtmb66n,1,organic,0,0,0,0
1o1mnixzr4lvtmccc5,1,organic,0,0,0,0
1o1mnixzr4lvtmf5wa,3,organic,0,0,0,0
1o1mnixzr4lvtmj3p8,3,organic,0,0,0,0
1o1mnixzr4lvtmj7da,5,organic,0,0,0,0
1o1mnixzr4lvtmkfyl,31,organic,0,1,0,1
1o1mnixzr4lvtmlpbu,4,organic,0,0,0,0
1o1mnixzr4lvtmmz41,14,organic,0,1,0,1
1o1mnixzr4lvtmnjg8,1,organic,0,0,0,0
1o1mnixzr4lvtmr235,1,organic,0,0,0,0
1o1mnixzr4lvtmv103,6,organic,0,0,0,0
1o1mnixzr4lvtmxcr6,13,organic,0,0,0,0
1o1mnixzr4lvtn5mpl,4,organic,0,0,0,0
1o1mnixzr4lvtnby56,4,organic,0,0,0,0
1o1mnixzr4lvtnc42z,4,organic,0,0,0,0
1o1mnixzr4lvtncqwp,1,organic,0,0,0,0
1o1mnixzr4lvtndq41,4,organic,0,0,0,0
1o1mnixzr4lvtngxs0,7,organic,0,0,0,0
1o1mnixzr4lvtnhwk6,3,organic,0,0,0,0
1o1mnixzr4lvtns8fv,1,organic,0,0,0,0
1o1mnixzr4lvtnu5wz,12,organic,0,1,0,1
1o1mnixzr4lvtnxyib,5,organic,0,0,0,0
1o1mnixzr4lvtnzjdi,5,organic,0,0,0,0
1o1mnixzr4lvto05jd,12,organic,0,0,0,0
1o1mnixzr4lvto1e9z,7,organic,0,1,0,1
1o1mnixzr4lvto29td,1,organic,0,0,0,0
1o1mnixzr4lvto2z5d,1,organic,0,0,0,0
1o1mnixzr4lvto66pm,13,organic,0,0,0,0
1o1mnixzr4lvto8bmz,1,organic,0,0,0,0
1o1mnixzr4lvto8l2j,3,organic,0,0,0,0
1o1mnixzr4lvto91jp,2,organic,0,0,0,0
1o1mnixzr4lvtoa7lr,1,organic,0,0,0,0
1o1mnixzr4lvtoa8j4,4,organic,0,0,0,0
1o1mnixzr4lvtof5ww,2,organic,0,0,0,0
1o1mnixzr4lvtoh8ap,12,organic,0,1,0,1
1o1mnixzr4lvtojzqh,1,organic,0,0,0,0
1o1mnixzr4lvtold3l,1,organic,0,0,0,0
1o1mnixzr4lvtombbj,1,organic,0,0,0,0
1o1mnixzr4lvtotdwx,22,organic,0,0,0,0
1o1mnixzr4lvtouoew,1,organic,0,0,0,0
1o1mnixzr4lvtp48ng,2,organic,0,0,0,0
1o1mnixzr4lvtp4uv8,14,organic,0,1,0,1
1o1mnixzr4lvtp5q3u,3,organic,0,0,0,0
1o1mnixzr4lvtp6k06,11,organic,0,0,0,0
1o1mnixzr4lvtp8k7s,2,organic,0,0,0,0
1o1mnixzr4lvtpc0qg,1,organic,0,0,0,0
1o1mnixzr4lvtpcgpj,1,organic,0,0,0,0
1o1mnixzr4lvtpdd33,7,organic,0,1,0,1
1o1mnixzr4lvtptj30,1,organic,0,0,0,0
1o1mnixzr4lvtq4ixl,41,organic,0,0,0,0
1o1mnixzr4lvtq741w,4,organic,0,0,0,0
1o1mnixzr4lvtqduh1,2,organic,0,0,0,0
1o1mnixzr4lvtqf6ia,15,organic,0,1,0,1
1o1mnixzr4lvtqlo3r,45,organic,0,1,0,1
1o1mnixzr4lvtqnstn,1,organic,0,0,0,0
1o1mnixzr4lvtqntdf,4,organic,0,0,0,0
1o1mnixzr4lvtqpavm,1,organic,0,0,0,0
1o1mnixzr4lvtqrttx,10,organic,0,0,0,0
1o1mnixzr4lvtqs2q6,2,organic,0,0,0,0
1o1mnixzr4lvtqwsjl,2,organic,0,0,0,0
1o1mnixzr4lvtr08sv,1,organic,0,0,0,0
1o1mnixzr4lvtr31fk,1,organic,0,0,0,0
1o1mnixzr4lvtr3ds7,1,organic,0,0,0,0
1o1mnixzr4lvtr4qr6,1,organic,0,0,0,0
1o1mnixzr4lvtr7y62,11,organic,0,1,0,1
1o1mnixzr4lvtr8jfl,1,organic,0,0,0,0
1o1mnixzr4lvtr9ley,15,organic,0,1,0,1
1o1mnixzr4lvtrbbud,2,organic,0,0,0,0
1o1mnixzr4lvtrcpdn,5,organic,0,0,0,0
1o1mnixzr4lvtrj09x,2,organic,0,0,0,0
1o1mnixzr4lvtrlg9v,1,organic,0,0,0,0
1o1mnixzr4lvtrqkso,3,organic,0,0,0,0
1o1mnixzr4lvts9484,16,organic,0,1,0,1
1o1mnixzr4lvts9d47,8,organic,0,1,0,1
1o1mnixzr4lvtse4u6,6,organic,0,0,0,0
1o1mnixzr4lvtsfieq,1,organic,0,0,0,0
1o1mnixzr4lvtshxta,1,organic,0,0,0,0
1o1mnixzr4lvtskjdp,38,organic,0,0,0,0
1o1mnixzr4lvtsljsn,1,organic,0,0,0,0
1o1mnixzr4lvtsm5jm,1,organic,0,0,0,0
1o1mnixzr4lvtspfdw,1,organic,0,0,0,0
1o1mnixzr4lvtsql75,4,organic,0,0,0,0
1o1mnixzr4lvtssjur,9,organic,0,0,0,0
1o1mnixzr4lvtsw0uj,1,organic,0,0,0,0
1o1mnixzr4lvtt0w4n,13,organic,0,0,0,0
1o1mnixzr4lvtt1gco,5,organic,0,0,0,0
1o1mnixzr4lvtt4w0y,7,organic,0,0,0,0
1o1mnixzr4lvtt774h,9,organic,0,1,0,1
1o1mnixzr4lvttc68d,3,organic,0,0,0,0
1o1mnixzr4lvttdylv,2,organic,0,0,0,0
1o1mnixzr4lvtte4cr,1,organic,0,0,0,0
1o1mnixzr4lvtthpac,4,organic,0,0,0,0
1o1mnixzr4lvttht5x,7,organic,0,0,0,0
1o1mnixzr4lvttih9t,1,organic,0,0,0,0
1o1mnixzr4lvttkiea,32,organic,0,1,0,1
1o1mnixzr4lvttmxax,1,organic,0,0,0,0
1o1mnixzr4lvttorn9,5,organic,0,0,0,0
1o1mnixzr4lvttp33s,1,organic,0,0,0,0
1o1mnixzr4lvttpb8p,1,organic,0,0,0,0
1o1mnixzr4lvttqdfp,2,organic,0,0,0,0
1o1mnixzr4lvttsuec,2,organic,0,0,0,0
1o1mnixzr4lvtttu9s,1,organic,0,0,0,0
1o1mnixzr4lvttvdg4,1,organic,0,0,0,0
1o1mnixzr4lvttykvs,25,organic,0,0,0,0
1o1mnixzr4lvtuatcb,1,organic,0,0,0,0
1o1mnixzr4lvtue40j,1,organic,0,0,0,0
1o1mnixzr4lvtuhw2w,2,organic,0,0,0,0
1o1mnixzr4lvtux9cq,1,organic,0,0,0,0
1o1mnixzr4lvtuxwz6,5,organic,0,0,0,0
1o1mnixzr4lvtuykit,3,organic,0,0,0,0
1o1mnixzr4lvtuzhqg,1,organic,0,0,0,0
1o1mnixzr4lvtv7lft,3,organic,0,0,0,0
1o1mnixzr4lvtvcljj,1,organic,0,0,0,0
1o1mnixzr4lvtveg48,1,organic,0,0,0,0
1o1mnixzr4lvtvhrjr,7,organic,0,0,0,0
1o1mnixzr4lvtvm5ew,1,organic,0,0,0,0
1o1mnixzr4lvtvtmhg,7,organic,0,0,0,0
1o1mnixzr4lvtvv7tn,2,organic,0,0,0,0
1o1mnixzr4lvtvw70m,2,organic,0,0,0,0
1o1mnixzr4lvtvx50r,1,organic,0,0,0,0
1o1mnixzr4lvtvynl9,3,organic,0,0,0,0
1o1mnixzr4lvtw0ej8,44,organic,0,1,0,1
1o1mnixzr4lvtw1t8u,1,organic,0,0,0,0
1o1mnixzr4lvtw8rp6,1,organic,0,0,0,0
1o1mnixzr4lvtwgmtz,1,organic,0,0,0,0
1o1mnixzr4lvtwqhwy,6,organic,0,1,0,1
1o1mnixzr4lvtwttdb,6,organic,0,0,0,0
1o1mnixzr4lvtwuwkn,3,organic,0,0,0,0
1o1mnixzr4lvtwv6pu,3,organic,0,0,0,0
1o1mnixzr4lvtwzj90,1,organic,0,0,0,0
1o1mnixzr4lvtwzumb,8,organic,0,1,0,1
1o1mnixzr4lvtx6wc8,1,organic,0,0,0,0
1o1mnixzr4lvtxd3os,5,organic,0,0,0,0
1o1mnixzr4lvtxe1sq,12,organic,0,1,0,1
1o1mnixzr4lvtxhdkb,2,organic,0,0,0,0
1o1mnixzr4lvtxk0wy,2,organic,0,0,0,0
1o1mnixzr4lvtxqj7j,1,organic,0,0,0,0
1o1mnixzr4lvty3lte,3,organic,0,0,0,0
1o1mnixzr4lvty4r19,1,organic,0,0,0,0
1o1mnixzr4lvty99qs,5,organic,0,0,0,0
1o1mnixzr4lvtycclo,1,organic,0,0,0,0
1o1mnixzr4lvtycznl,1,organic,0,0,0,0
1o1mnixzr4lvtyi6xv,1,organic,0,0,0,0
1o1mnixzr4lvtyqkqy,2,organic,0,0,0,0
1o1mnixzr4lvtywm4m,1,organic,0,0,0,0
1o1mnixzr4lvtyxdwm,4,organic,0,0,0,0
1o1mnixzr4lvtz1k2t,1,organic,0,0,0,0
1o1mnixzr4lvtz3qyr,4,organic,0,0,0,0
1o1mnixzr4lvtz9e6p,1,organic,0,0,0,0
1o1mnixzr4lvtzi397,8,organic,0,0,0,0
1o1mnixzr4lvtzlwf0,16,organic,0,0,0,0
1o1mnixzr4lvtzz97q,3,organic,0,0,0,0
1o1mnixzr4lvu08fiv,5,organic,0,0,0,0
1o1mnixzr4lvu0bulp,1,organic,0,0,0,0
1o1mnixzr4lvu1ipfe,8,organic,0,0,0,0
1o1mnixzr4lvu2oz45,3,organic,0,0,0,0
1o1mnixzr4lvu2xqb6,4,organic,0,0,0,0
1o1mnixzr4lvu2xxhi,7,organic,0,1,0,1
1o1mnixzr4lvu35raw,1,organic,0,0,0,0
1o1mnixzr4lvu36geq,4,organic,0,0,0,0
1o1mnixzr4lvu39s5n,11,organic,0,0,0,0
1o1mnixzr4lvu3mgap,7,organic,0,0,0,0
1o1mnixzr4lvu3s603,1,organic,0,0,0,0
1o1mnixzr4lvu49i2f,1,organic,0,0,0,0
1o1mnixzr4lvu49lbb,1,organic,0,0,0,0
1o1mnixzr4lvu4dq3g,1,organic,0,0,0,0
1o1mnixzr4lvu4hlq0,1,organic,0,0,0,0
1o1mnixzr4lvu5s6te,1,organic,0,0,0,0
1o1mnixzr4lvu8xsl2,2,organic,0,0,0,0
1o1mnixzr4lvu928xe,1,organic,0,0,0,0
1o1mnixzr4lvuc74xf,1,organic,0,0,0,0
1o1mnixzr4lvuf132s,4,organic,0,0,0,0
1o1mnixzr4lvuffjvs,8,organic,0,1,0,1
1o1mnixzr4lvuglpy9,2,organic,0,0,0,0
1o1mnixzr4lvuh94vz,2,organic,0,0,0,0
1o1mnixzr4lvuhj4tf,1,organic,0,0,0,0
1o1mnixzr4lvuhkdde,1,organic,0,0,0,0
1o1mnixzr4lvuhrfjn,1,organic,0,0,0,0
1o1mnixzr4lvuhza70,1,organic,0,0,0,0
1o1mnixzr4lvui7jwl,2,organic,0,0,0,0
1o1mnixzr4lvuiw9kz,1,organic,0,0,0,0
1o1mnixzr4lvuj7vvl,1,organic,0,0,0,0
1o1mnixzr4lvujcrfz,1,organic,0,0,0,0
1o1mnixzr4lvujkh8k,1,organic,0,0,0,0
1o1mnixzr4lvujuv48,5,organic,0,1,0,1
1o1mnixzr4lvujxcxe,1,organic,0,0,0,0
1o1mnixzr4lvuk5ty5,1,organic,0,0,0,0
1o1mnixzr4lvukajoi,3,organic,0,0,0,0
1o1mnixzr4lvukgsdc,1,organic,0,0,0,0
1o1mnixzr4lvukn40u,2,organic,0,0,0,0
1o1mnixzr4lvukn6e8,3,organic,0,0,0,0
1o1mnixzr4lvukwmwc,1,organic,0,0,0,0
1o1mnixzr4lvul01iu,2,organic,0,0,0,0
1o1mnixzr4lvulc3x8,1,organic,0,0,0,0
1o1mnixzr4lvulm2o0,2,organic,0,0,0,0
1o1mnixzr4lvulmice,1,organic,0,0,0,0
1o1mnixzr4lvulny91,1,organic,0,0,0,0
1o1mnixzr4lvulpj3x,1,organic,0,0,0,0
1o1mnixzr4lvulr1p7,1,organic,0,0,0,0
1o1mnixzr4lvulyhyf,1,organic,0,0,0,0
1o1mnixzr4lvulyorj,5,organic,0,0,0,0
1o1mnixzr4lvum0fuo,1,organic,0,0,0,0
1o1mnixzr4lvum26db,2,organic,0,0,0,0
1o1mnixzr4lvum2zi8,1,organic,0,0,0,0
1o1mnixzr4lvumcuzk,2,organic,0,0,0,0
1o1mnixzr4lvumqold,1,organic,0,0,0,0
1o1mnixzr4lvumt7ix,1,organic,0,0,0,0
1o1mnixzr4lvumtrqk,2,organic,0,0,0,0
1o1mnixzr4lvumxe97,1,organic,0,0,0,0
1o1mnixzr4lvun3sk1,1,organic,0,0,0,0
1o1mnixzr4lvun4gz6,4,organic,0,0,0,0
1o1mnixzr4lvun4p38,4,organic,0,0,0,0
1o1mnixzr4lvun5kvh,8,organic,0,1,0,1
1o1mnixzr4lvune9b8,5,organic,0,0,0,0
1o1mnixzr4lvunfkfx,2,organic,0,0,0,0
1o1mnixzr4lvunsspv,5,organic,0,0,0,0
1o1mnixzr4lvunz7ow,2,organic,0,0,0,0
1o1mnixzr4lvunzm8h,4,organic,0,0,0,0
1o1mnixzr4lvuo1ezp,1,organic,0,0,0,0
1o1mnixzr4lvuo1vti,1,organic,0,0,0,0
1o1mnixzr4lvuo3yhq,2,organic,0,0,0,0
1o1mnixzr4lvuobpyt,1,organic,0,0,0,0
1o1mnixzr4lvuobu5x,1,organic,0,0,0,0
